이름,성별,주소,나이,신장,체중,휴대폰번호,신용대출한도 ,신용잔액비율,신용등급,월소득,교육정도,직업종류
김재덕,F,경기 구리시 교문동,51,158,72.076667,1036008242,1600000,2.595944486,7,8076667,초졸,학생
박정자,F,경기 고양시 주엽2동,63,173,83.0775,1095867234,16700000,23.91094248,4,7077500,기타,회사원
이복순,F,충남 천안시 성정동,73,176,81.078333,1058535235,29700000,5.729361182,8,78333,석사,자영업
문정선,F,경기 고양시 마두동,51,155,58.579167,1063940769,757400000,14595.98004,3,79167,학사,주부
박영애,F,경기 안양시 석수동,6,102,55.08,1087299496,350100000,44.05215393,2,8080000,석사,회사원
이선행,F,대구 북구 고성동1가,35,144,76.580833,1068021988,72100000,412.1766471,3,8080833,고졸,주부
유승로,M,충남 천안시 신방동,43,147,65.581667,1089356123,22100000,134.7109201,4,3081667,고졸,주부
우순미,F,부산 해운대구 우1동,35,131,68.5825,1081506120,404000000,540.7040395,2,8082500,초졸,주부
박경자,F,경기 성남시 갈현동,75,172,82.008333,1050570937,89000000,119.7728891,3,8008333,고졸,회사원
안옥자,F,경기 의왕시 내손1동,59,167,75.767844,1093367364,4300000,0.028929747,3,10267844,고졸,주부
윤봉로,M,인천 계양구 계산1동,50,152,61.509167,1035717155,973900000,2318.478313,2,1009167,학사,학생
박정애,F,인천 연수구 송도동,34,138,62.01,1022481876,42000000,4.22924012,3,8010000,이학박사,회사원
양우식,M,서울 성북구 종암동,58,153,71.510833,1014547464,1100000,1.538106591,10,10833,대퇴,회사원
임헌빈,M,경기 고양시 주엽1동,60,156,67.395172,1037190757,435300000,41.18645761,3,1395172,대재,자영업
최혜숙,F,경기 김포시 북변동,48,144,83.897176,1051100332,23200000,24.97400335,4,9397176,학사,무직
이정아,F,경기 고양시 주엽동,42,149,67.511667,1053210881,1200000,5.418757027,6,7011667,대퇴,회사원
박상희,M,서울 중랑구 면목7동,74,178,82.5125,1073443226,762600000,65.62381651,2,1012500,중졸,자영업
정유택,M,강원 태백시 황연동,41,137,63.013333,1086040707,8500000,46.76753783,6,3013333,학사,자영업
김부임,F,경기 포천시 군내면,42,144,69.514167,1080183552,25000000,16.78221783,5,1014167,학사,학생
박삼순,F,인천 남구 숭의1동,45,150,67.825178,1078050043,536200000,1339.411728,3,8325178,학사,주부
조형숙,F,경기 고양시 풍동 ,63,162,78.515,1010820874,124700000,24.1327125,5,15000,대재,학생
안광현,M,서울 강서구 화곡본동,73,171,83.515833,1052451458,108000000,120.3176386,5,15833,고졸,회사원
김종호,M,경기 시흥시 미산동,64,160,79.016667,1033343882,163900000,283.3248054,3,1016667,학사,자영업
김순남,F,강원 춘천시 석사동,46,148,78.0175,1098685570,63600000,7.17706103,3,8017500,석사,주부
정규태,M,경남 마산시 구암1동,76,184,79.018333,1018282975,44200000,1.913061898,3,3018333,대퇴,주부
홍재숙,F,서울 중랑구 중화1동,10,109,54.519167,1049830643,33500000,1.143918426,7,19167,석사,회사원
장금준,F,경기 고양시 풍동 ,61,161,72.02,1032529775,69300000,2.588039367,3,8020000,학사,자영업
구명서,M,서울 서대문구 홍은동,41,143,63.521667,1071908176,111000000,62.79051218,4,21667,고졸,회사원
손인자,F,서울 양천구 신월2동,53,157,62.0225,1038626836,2600000,106.3003393,9,1022500,기타,무직
박노수,M,경기 고양시 일산1동,53,162,69.523333,1092110450,80300000,122.391745,4,1023333,초졸,주부
임종두,M,인천 남동구 간석4동,58,154,81.024167,1057254618,293600000,711.1386696,3,1024167,고졸,주부
이광선,M,경북 예천군 용궁면,66,174,73.525,1047500753,55000000,87.57947838,3,7025000,석사,회사원
조중옥,F,충남 서천군 서천읍,54,158,76.025833,1044462166,5400000,117.806187,8,1025833,기타,학생
유영호,M,경기 구리시 교문동,61,165,76.026667,1023493847,134400000,5.361871255,3,1026667,고졸,회사원
신영태,M,경기 김포시 북변동,56,157,71.667578,1080283117,15300000,22.5024157,4,6167578,대퇴,회사원
김숙희,F,경기 부천시 오정동,37,146,53.5275,1044791014,265500000,806.8805179,3,1027500,기타,자영업
이한솔,F,경기 고양시 주엽동,66,163,75.528333,1042660313,5200000,41.38578717,7,3028333,석사,자영업
이성조,M,서울 강서구 방화동,55,152,58.029167,1050462611,554900000,812.1513889,3,29167,대퇴,자영업
권옥련,F,인천 서구 불로동,36,132,59.03,1065730969,709400000,794.7818215,3,30000,대퇴,회사원
유창식,M,경기 안양시 호계1동,44,149,65.530833,1075551849,14800000,51.58987444,6,1030833,석사,회사원
김영은,M,경남 김해시 삼방동,68,164,67.531667,1084135999,96800000,16.79376202,4,1031667,전문학사,회사원
변인자,F,서울 관악구 봉천1동,51,149,75.0325,1077148477,664500000,843.0430237,3,32500,전문학사,회사원
김미경,F,전북 익산시 동산동,52,153,80.82093,1078575717,1900000,0.203326464,6,10820930,대재,주부
이미영,F,서울 강동구 둔촌동,70,167,88.033333,1059198077,58300000,82.55101029,3,8033333,학사,회사원
석병길,M,충북 괴산군 괴산읍,58,156,70.035,1086777579,41500000,1.797290881,5,1035000,대재,회사원
김기호,M,서울 강서구 방화동,58,155,85.535833,1046412615,1100000,1.153093015,6,7035833,이학박사,회사원
이송례,F,경기 고양시 성석동,88,191,96.036667,1052276428,7200000,9.597990821,6,8036667,학사,자영업
김공례,F,경기 고양시 풍동,55,150,63.5375,1072239468,15500000,2.501753245,6,1037500,대재,주부
김성태,M,경기 고양시 마두2동,6,101,37.538333,1058026474,18600000,5.791953047,4,3038333,석사,자영업
엄기진,M,인천 남동구 장수동,58,160,78.539167,1023318973,49300000,202.6629834,4,1039167,중졸,군인
엄한용,M,경기 고양시 일산2동,57,163,73.04,1014978000,29900000,86.86936184,8,40000,석사,자영업
길석종,M,인천 서구 왕길동,38,144,59.800852,1040015490,32700000,1.861645363,7,2300852,기타,자영업
권은진,F,인천 부평구 부평1동,66,170,70.041667,1073362893,5900000,18.69952712,9,41667,기타,회사원
정경자,F,서울 종로구 옥인동,81,190,91.0425,1012399299,42900000,140.9417802,3,8042500,대퇴,주부
이종례,F,서울 성동구 성수동1가,44,153,55.043333,1023157130,34800000,5.915134143,7,43333,석사,무직
엄영자,F,인천 부평구 산곡4동,66,171,79.044167,1071222816,22200000,120.1480744,4,8044167,고졸,회사원
김태석,M,서울 용산구 한강로3가,39,149,55.045,1097841962,188600000,9.933328196,4,45000,고졸,회사원
이철웅,M,대구 달서구 용산동,66,163,74.545833,1017380563,290600000,404.928817,3,1045833,이학박사,학생
김건희,F,충남 부여군 장암면,41,151,56.789378,1055319430,20500000,66.92522657,8,3289378,초졸,회사원
이해순,F,경기 파주시 교하읍,52,161,66.546667,1049806960,44900000,1.522161037,4,1046667,중졸,회사원
조창환,M,경기 고양시 성사동,59,166,75.989228,1070464818,855900000,110.8606094,2,2489228,석사,무직
김응칠,M,경기 김포시 감정동,59,161,73.048333,1070139321,32900000,41.73405639,4,1048333,대재,회사원
곽성신,M,전남 여수시 고소동,55,150,58.049167,1095657483,70300000,432.8897701,4,1049167,학사,회사원
박정구,M,서울 양천구 신정1동,54,150,78.05,1030971055,15000000,43.16832481,8,50000,대퇴,회사원
오흥진,M,경기 고양시 일산3동,59,155,77.550833,1073149268,34700000,929.1490387,7,50833,대재,주부
민은남,F,서울 영등포구 신길동,66,167,76.051667,1051496461,35000000,8.159930916,7,51667,고졸,자영업
유기태,M,서울 강남구 개포1동,55,150,71.0525,1077252887,34700000,42.27170841,7,52500,고졸,무직
송현심,F,경기 고양시 탄현동,55,165,73.684513,1062367280,2500000,7.15115248,10,3184513,중졸,자영업
김치형,M,충남 예산군 응봉면,35,136,58.555,1047627320,9900000,1.937649948,8,1055000,석사,회사원
하만금,F,경기 김포시 장기동,67,171,83.555833,1073188473,8000000,9.031465626,7,1055833,학사,주부
박성국,M,인천 연수구 송도동,44,142,69.556667,1061964286,62200000,62.45462752,4,1056667,고졸,자영업
최재복,M,대구 북구 침산동,38,148,53.5575,1096546720,53900000,11.62411787,5,1057500,중졸,주부
김옥분,F,충남 공주시 이인면,38,141,72.558333,1031821502,12100000,160.5882041,5,8058333,전문학사,학생
염해욱,M,강원 춘천시 석사동,48,143,63.059167,1071122270,202300000,8.941704419,4,59167,고졸,강사
박종미,F,대구 남구 봉덕3동,69,165,78.06,1082706845,30300000,80.65997428,4,8060000,기타,계열사직원
이영래,M,서울 도봉구 쌍문동,66,174,71.060833,1019882925,916700000,1.675879629,2,1060833,대퇴,무직
강현숙,F,경기 파주시 문산읍,31,141,53.601691,1039895672,21600000,0.084149977,3,7101691,고졸,회사원
강미영,F,부산 영도구 영선동4가,71,171,67.561667,1028758047,3800000,0.212236258,9,61667,학사,무직
김원환,M,강원 평창군 진부면,71,180,89.564167,1051001995,3900000,4.89342374,7,3064167,대퇴,주부
김귀연,F,인천 계양구 병방동,46,152,79.565,1044479641,241300000,2806.40134,2,8065000,석사,주부
김귀자,F,경기 고양시 일산3동,70,168,89.565833,1096849182,23900000,2.84089896,4,8065833,학사,자영업
강규오,M,경북 영주시 휴천1동,23,131,47.066667,1094799918,8400000,0.337475727,8,66667,중졸,자영업
박명종,M,경기 안양시 비산1동,29,136,60.5675,1016561777,15900000,28.68239568,6,1067500,석사,주부
민성연,F,서울 송파구 오금동,45,140,55.068333,1045993832,24200000,72.50979781,8,68333,석사,자영업
남상순,F,경기 광명시 광명1동,69,172,81.069167,1036050999,15100000,41.90626318,6,1069167,대재,회사원
정길선,F,대구 달성군 논공읍,72,171,84.57,1053953925,1700000,6.196825767,7,8070000,학사,자영업
김영자,F,서울 서대문구 합동,42,150,63.070833,1097559088,6100000,0.671676566,5,8070833,석사,전문직
이호석,M,인천 부평구 삼산동,44,145,52.571667,1078318235,2500000,0.006906924,5,71667,학사,자영업
홍춘자,F,서울 서대문구 연희동,63,170,79.0725,1028104902,4900000,5.297320205,8,1072500,학사,회사원
이경자,F,경기 부천시 심곡본동,53,158,71.573333,1048988584,14100000,32.13645915,4,8073333,학사,무직
조창식,M,인천 중구 신흥동1가,54,160,66.074167,1097158670,3500000,20.87470999,7,3074167,대퇴,무직
차대현,M,경기 김포시 풍무동,55,154,69.575,1014187394,2600000,2.718485176,10,75000,학사,회사원
신노미,F,부산 강서구 대저2동,69,177,88.075833,1023144605,14100000,64.24685373,4,8075833,대재,자영업
김병시,M,경기 고양시 주교동,68,169,64.076667,1027164228,10600000,3.193551196,8,76667,학사,자영업
김공인,F,전북 정읍시 입암면,48,154,81.5775,1080622953,4100000,13.1581481,6,8077500,기타,무직
황지현,F,서울 성북구 길음3동,46,142,60.578333,1088770048,4900000,0.915608034,7,1078333,고졸,무직
서종심,F,경기 고양시 일산3동,45,142,63.079167,1055895298,5500000,0.569858485,6,3079167,기타,회사원
한형수,M,서울 중구 신당4동,74,171,67.08,1033243160,315100000,335.7338678,4,80000,학사,자영업
한광용,M,경기 화성시 동탄면,72,181,82.298664,1030365254,17300000,22.71089296,8,8798664,학사,회사원
이종운,M,서울 광진구 화양동,46,149,55.007565,1050668141,240400000,292.6297236,4,1507565,전문학사,회사원
이화자,F,서울 성북구 돈암동,55,160,64.5825,1094583703,7200000,1.210427022,7,1082500,학사,자영업
김영식,M,서울 서대문구 북가좌동,35,139,63.508333,1051487161,11400000,30.05179981,8,1008333,학사,주부
이선희,F,경기 고양시 일산1동,47,144,79.009167,1032368522,8700000,9.539128518,6,3009167,학사,자영업
고광순,M,경기 고양시 성사동,73,171,77.51,1067701565,13600000,28.1274172,9,10000,석사,자영업
김영식,M,서울 영등포구 양평동3가,42,140,64.902047,1050501188,774000000,965.8411678,2,2402047,학사,회사원
김옥화,F,대전 대덕구 오정동,57,156,77.66236,1089379392,169100000,332.3009928,3,2162360,학사,회사원
김문자,F,경기 용인시 중동,38,146,68.0125,1039307062,70500000,4.011584089,4,1012500,석사,강사
김순연,F,충남 서산시 석림동,60,160,68.013333,1097361456,234300000,30.47980521,4,13333,대퇴,주부
윤재현,M,경기 고양시 백석동,65,164,72.014167,1077029342,20500000,25.37807137,7,1014167,고졸,회사원
신정래,M,경기 파주시 적성면,71,172,81.515,1090289655,2200000,3.135877575,9,1015000,전문학사,회사원
양해영,M,경남 거제시 옥포1동,35,138,67.016667,1031408436,1800000,0.104233695,9,16667,석사,주부
류종문,M,경기 고양시 대화동,62,158,72.5175,1048920838,66100000,7.826207518,4,1017500,대퇴,주부
박정수,M,서울 은평구 갈현동,57,156,69.1126,1069361879,521800000,76.54559612,3,2612600,학사,회사원
정재영,F,경기 김포시 사우동,54,164,71.018333,1089517603,5900000,0.010726906,2,8018333,대재,주부
김평수,M,전북 완주군 봉동읍,37,137,54.519167,1086191642,173700000,35.84270069,4,19167,대퇴,주부
정숙자,F,경기 고양시 풍동,44,154,64.02,1078744265,17900000,32.00251729,8,20000,석사,회사원
이난주,F,서울 송파구 가락동,33,132,56.5225,1090970111,60100000,81.5922019,4,1022500,고졸,주부
유순례,F,경기 고양시 일산2동,49,146,59.413043,1048434607,35300000,47.00268035,6,1913043,석사,회사원
김순분,F,서울 강서구 화곡8동,60,155,71.523333,1094128435,300800000,324.221432,3,1023333,석사,주부
박종태,M,대전 유성구 장대동,73,180,84.024167,1089977536,35400000,55.46555025,6,1024167,학사,주부
정형순,F,전북 임실군 임실읍,55,151,75.525,1032592436,73900000,136.4447916,4,1025000,대퇴,회사원
오명열,M,경기 양주시 덕계동,71,177,73.025833,1067693399,13200000,27.93928708,9,25833,전문학사,주부
이연중,M,강원 삼척시 원덕읍,74,172,72.526667,1016078363,64800000,199.9802489,5,1026667,전문학사,주부
이상일,M,서울 송파구 신천동,62,172,75.5275,1090755871,2800000,0.547095762,10,27500,중졸,회사원
김수견,F,경기 파주시 금능동,67,166,86.528333,1065670517,9300000,76.1614623,5,8028333,학사,자영업
정순옥,F,충남 예산군 봉산면,87,194,91.53,1081898931,308200000,594.1766066,2,8030000,학사,회사원
이이례,F,경기 고양시 화정동,6,116,36.530833,1077063941,1700000,0.184150632,9,30833,대퇴,주부
정미대자,F,경기 파주시 교하읍,74,182,81.531667,1023936114,21800000,0.0231376,2,8031667,대재,주부
김용덕,M,경기 파주시 교하읍,62,158,80.0325,1051888940,8000000,12.23999572,7,1032500,석사,강사
이양례,F,충북 충주시 호암동,54,163,84.062925,1089323091,153000000,20.45219673,3,9562925,중졸,자영업
최옥재,F,광주 동구 운림동,43,145,71.034167,1038311076,23300000,32.87580002,4,8034167,초졸,회사원
신경옥,F,경기 파주시 교하읍,72,168,88.035833,1085477696,166100000,18.27596978,2,3035833,대재,강사
서정원,F,서울 구로구 구로5동,60,166,69.036667,1086434849,176500000,444.5104844,4,36667,기타,회사원
이원득,M,경남 남해군 삼동면,44,142,54.5375,1062749310,389700000,777.177273,3,37500,학사,주부
이봉희,M,서울 강남구 대치2동,7,103,44.038333,1024792451,25300000,7.203911411,6,1038333,이학박사,자영업
장태화,M,강원 삼척시 도계읍,67,173,72.539167,1021962254,19300000,31.00087863,8,39167,고졸,주부
김선미,F,서울 영등포구 대림3동,57,153,73.54,1049761818,87400000,1678.767623,6,40000,석사,강사
이창재,M,서울 양천구 신월1동,42,141,61.540833,1049941843,63400000,2025.300281,7,40833,석사,자영업
최영숙,F,경북 구미시 송정동,38,136,64.541667,1055727336,977900000,72.39733648,3,41667,학사,자영업
김석순,F,제주 제주시 연동,47,152,69.044167,1034890501,35500000,42.3994506,4,8044167,고졸,회사원
한은숙,F,강원 동해시 부곡동,34,134,66.045,1058517144,3600000,1.528987046,6,8045000,대퇴,회사원
김병수,M,경기 고양시 풍동,71,169,75.045833,1017625656,741000000,629.3031041,1,3045833,대재,주부
송연주,F,서울 강북구 미아5동,51,150,73.546667,1066335961,21500000,6.521659341,6,1046667,대재,주부
심옥례,F,제주 남제주군 안덕면,53,152,72.5475,1078417900,60500000,6.509611792,3,3047500,석사,무직
윤택중,M,서울 강남구 압구정동,20,115,45.548333,1035707643,2200000,2.883479888,9,1048333,학사,무직
