이름,성별,연령,휴대폰번호,신용대출한도 ,신용등급
고미자,F,66,1064999632,43300000,4
정진매,F,57,1035907897,128600000,3
양재옥,F,23,1040571948,33600000,4
조재순,F,65,1046173425,8400000,8
오상훈,M,58,1015979796,597700000,2
최돈수,M,68,1051466553,69100000,3
최천옥,F,61,1038742871,66600000,3
권인환,M,61,1059986990,6000000,5
임금숙,F,33,1054941911,2800000,8
한병구,M,64,1056002633,138300000,5
신창현,F,68,1056449204,5200000,9
김성자,F,49,1056269715,37600000,4
이석만,M,40,1041295038,2700000,9
정승숙,F,37,1093633088,4700000,6
박정자,F,44,1045917715,776200000,2
엄장화,F,58,1041270074,45200000,3
김용례,F,45,1050598771,2500000,6
강미애,F,71,1071800785,4800000,4
안순남,F,68,1011006432,11500000,5
이덕형,F,44,1033155541,1700000,7
유상희,F,60,1017129496,1400000,10
박오양,M,66,1018307699,2400000,10
이경옥,F,66,1047220747,4700000,9
유승희,F,57,1023084402,272800000,2
김순덕,F,60,1057906961,16900000,7
배석균,M,60,1053879737,821100000,2
박동현,M,63,1096324752,1900000,10
송문옥,M,49,1036546811,7200000,4
염해철,M,40,1022945661,5800000,7
이명애,F,75,1097065918,12600000,5
황방실,F,49,1055924636,62800000,3
정경,M,41,1091861255,16800000,8
심혜섭,M,65,1011948190,111600000,6
이준기,M,66,1025581717,227300000,2
방정숙,F,44,1026398331,42500000,7
정철조,M,74,1056573613,19400000,7
배길웅,M,61,1068956001,46600000,7
박동식,M,66,1021115805,14800000,6
배태현,M,70,1077596566,226800000,3
김갑희,F,61,1055694067,709400000,2
강용운,M,66,1076995653,27500000,8
가춘현,M,58,1096412496,11600000,7
이재홍,M,67,1086639414,38900000,7
조순덕,F,35,1030773119,31100000,7
김영자,F,47,1060816420,328400000,2
김현진,F,25,1026053450,7100000,8
심규열,F,34,1025360985,5700000,3
박미경,F,52,1012529489,525100000,1
김선옥,M,72,1011409394,86700000,4
안미선,F,71,1016299068,63300000,3
고순금,F,84,1036146693,71600000,4
남금순,F,44,1094504733,11500000,5
최환규,M,58,1099550929,89100000,5
조수남,M,61,1027389000,114500000,4
백만순,M,68,1095097047,8000000,8
오향희,F,70,1040214165,108800000,3
고동욱,M,60,1091082840,16400000,3
진경희,F,48,1042456556,3500000,6
신미경,F,64,1037239481,46200000,3
엄하수,M,39,1024580367,16600000,8
이일랑,M,58,1010239366,19400000,8
정진호,M,59,1013824062,1300000,9
박선애,F,65,1072210766,3500000,6
이정심,F,66,1048420170,22400000,4
박진,F,76,1038230507,1900000,10
성광환,M,36,1094540100,113400000,3
이봉호,M,7,1022572557,28100000,7
문만순,F,69,1090762602,44200000,4
나춘열,M,11,1080406176,1000000,8
문지영,F,17,1046513926,98800000,5
최병찬,M,60,1092000629,212800000,3
김영희,F,62,1065204328,4900000,6
이명화,F,12,1058628985,13100000,6
이정은,F,73,1098237243,29800000,4
박순희,F,63,1016071167,170100000,2
김용대,M,60,1036244665,877400000,2
박은숙,F,33,1016102023,11600000,5
노익태,M,46,1098735952,19900000,7
박상용,M,35,1025139860,2200000,9
윤종월,F,60,1091661346,23900000,7
전길예,F,68,1047725634,17800000,4
이몽주,M,41,1046781839,67300000,4
강정심,F,42,1074218813,7400000,9
박병열,M,50,1082658198,80900000,4
진병호,M,66,1080513528,811400000,2
이금동,M,61,1036649056,14000000,4
성열수,M,49,1038454558,3200000,7
서향미,F,70,1079291341,11700000,7
김길웅,M,20,1074722355,520500000,2
우기분,F,44,1012452038,72300000,6
권영제,M,59,1024764062,26100000,4
전명섭,M,70,1077268768,18400000,6
최경희,F,39,1012403254,13000000,4
김정호,M,66,1097360440,260600000,3
박을규,M,23,1060668457,37700000,7
김미녀,F,59,1036823515,41000000,2
이혜숙,F,47,1028840415,18200000,8
정윤홍,F,63,1027808563,13800000,4
박춘웅,M,73,1026468800,56000000,6
조옥미,F,64,1070760420,49800000,3
오재환,M,53,1093815607,13900000,9
조태환,M,62,1018107953,19300000,8
이성재,M,53,1097799934,336800000,2
김희년,M,44,1028859383,1000000,9
김민존,M,67,1082311248,1900000,10
오병희,F,69,1033676783,44500000,3
노병지,M,36,1097127438,11400000,9
노창섭,M,43,1045342097,257400000,4
함경희,F,54,1039506357,3100000,7
박월순,F,68,1024583054,6200000,6
김장환,M,9,1093685884,15600000,4
박원종,M,58,1016885936,8400000,9
경미순,F,65,1052053814,2600000,7
정규조,M,63,1027935403,34200000,4
김용주,M,52,1086706959,94000000,4
김중치,M,60,1058223697,19600000,8
황인성,M,50,1016599447,60100000,7
정종임,F,47,1057616920,5100000,9
조금복,F,53,1058623159,19200000,8
김종선,M,72,1089327477,18900000,3
김평수,M,37,1086191642,173700000,4
여미정,F,77,1084546558,8100000,7
정경옥,M,54,1092330778,1400000,9
송해석,M,51,1073692964,1700000,9
유창숙,F,55,1011600301,73200000,3
강일문,M,64,1096095228,61700000,6
배봉란,F,39,1086202811,227600000,3
권복동,F,65,1077459968,223800000,2
김기복,M,40,1093765063,15100000,4
문형주,M,43,1094589281,20300000,7
박병숙,M,46,1078694632,5100000,8
천성화,F,77,1020565425,5700000,6
최종미,F,47,1051191530,38500000,3
김정이,F,51,1025157725,2700000,5
이광복,M,51,1089060913,3200000,7
염미경,F,20,1015748450,21600000,4
배연순,M,59,1023162071,1200000,10
천연길,M,67,1057033586,3200000,9
강희남,F,63,1064793819,834500000,2
이두옥,M,66,1072996379,20500000,8
최태순,F,39,1083679067,33300000,4
박경희,F,50,1011430945,18200000,4
권병기,M,52,1077182361,11200000,7
신귀덕,F,47,1019391134,8100000,7
곽정영,M,50,1099499074,8400000,7
이병수,M,62,1026332127,99200000,6
최도술,M,49,1011380615,16800000,8
곽종민,M,49,1028975283,217000000,4
허원숙,F,48,1027762417,9700000,9
신태수,M,65,1029242178,186300000,4
김은정,F,58,1021466830,532200000,3
윤선중,M,81,1024457575,4500000,8
정태조,M,50,1097983859,452600000,3
임승재,F,47,1058058234,10200000,5
최성원,M,63,1057214141,2300000,3
김명희,F,62,1036566831,153300000,5
이미희,F,51,1026635455,608300000,3
박진영,F,48,1029380094,22500000,8
정영대,M,63,1070010279,104400000,3
김영순,F,49,1030503713,22600000,4
신정자,F,65,1012992106,789800000,2
조규호,M,48,1046301093,4600000,10
박승오,M,76,1047225012,1400000,9
박병규,M,42,1098626375,727600000,2
김맹순,F,57,1044156673,12400000,6
남홍희,M,67,1047223292,21600000,7
류준선,M,53,1076739410,2300000,10
허주행,M,75,1041722317,11600000,8
윤기태,M,46,1049334564,2000000,9
김선자,F,42,1054717556,3500000,6
노영치,M,47,1056245990,138000000,4
이정옥,F,46,1041932837,192500000,2
유재덕,M,61,1088058290,1500000,8
이복례,F,55,1017169427,13300000,5
김경숙,F,64,1068968040,46600000,3
김연희,F,42,1035866054,2400000,7
박상조,M,82,1022745486,63100000,3
이정옥,F,22,1020852213,9100000,4
김정자,F,64,1066541212,19800000,4
안세용,M,62,1088724988,1300000,8
양복순,F,43,1095812394,17000000,6
임연숙,F,74,1066555864,38000000,4
기현남,F,43,1058139196,144800000,3
백혜경,F,61,1098697146,6000000,6
박성민,M,63,1013583362,684400000,1
신명식,M,62,1028861873,241300000,3
최대우,M,57,1070624995,132200000,2
임한식,M,62,1057202867,51100000,3
심갑자,F,68,1057009132,130300000,3
김영희,F,69,1094642910,111700000,3
이환숙,F,66,1021519307,4700000,7
임승모,M,54,1078114832,181700000,4
김정자,F,56,1037106685,50600000,3
박영금,F,64,1037820954,10700000,9
황보빈,F,52,1091246187,397100000,2
김태만,M,62,1019165157,244700000,2
윤대영,F,62,1076634944,1400000,10
김원숙,F,42,1087181365,901600000,1
김찬회,M,81,1016730352,48400000,4
이덕규,M,47,1064885162,1400000,9
이치우,M,78,1064559265,17400000,6
박화순,F,31,1095116084,1700000,10
조용우,M,50,1055926338,16700000,8
박정현,F,29,1075412834,171500000,2
박상락,M,58,1059778736,759900000,2
박은숙,F,26,1050654861,3000000,7
김재호,M,63,1041571865,47700000,4
김승만,M,42,1099844668,323400000,2
조태훈,M,40,1044776356,62900000,6
이대호,M,62,1063305075,36200000,6
김연경,F,41,1038039566,945200000,3
유의식,F,67,1010667549,8900000,5
고인화,M,43,1092983095,50000000,4
안석원,M,58,1069387267,8000000,2
최민경,F,38,1033691122,186500000,4
김학균,M,52,1076352163,8000000,9
김종성,M,42,1063033447,10200000,7
김형배,M,51,1041344811,473600000,3
이석고,M,63,1066296579,85400000,5
최성열,M,63,1057887070,8800000,9
박찬진,F,64,1049738719,45200000,3
정연훈,M,73,1061991319,319900000,4
박서현,F,53,1051377679,68200000,3
서순덕,F,61,1028462359,1900000,9
김정란,F,47,1066825336,181000000,4
홍주화,F,63,1053367203,13100000,3
박산근,M,53,1072556060,2300000,9
주성미,F,53,1096365887,18400000,4
김명순,F,38,1010519881,607400000,1
안성희,F,59,1088765261,15700000,4
황선명,M,48,1033396974,66400000,6
최명숙,F,29,1013875565,70100000,6
오성자,F,76,1052810267,347500000,2
박육순,F,40,1033908423,8000000,6
정효진,M,65,1049000870,6800000,9
최광현,M,61,1065468546,50400000,6
윤재관,M,56,1095475630,451300000,3
주진현,M,45,1043737412,1400000,8
박종세,M,31,1091895201,108400000,2
윤인자,F,24,1039746456,246900000,2
김국진,M,52,1076407814,769500000,3
전상옥,M,48,1055409551,94700000,6
유정미,F,76,1013639312,2300000,10
한순일,M,58,1050784211,5000000,7
김현호,M,63,1027388060,4400000,6
이성희,M,41,1060230494,14300000,4
박갑석,M,34,1018223512,19600000,8
박기악,F,59,1070779571,3500000,9
김강은,M,47,1073403465,45500000,7
김영성,M,40,1028942537,29300000,4
김영복,M,55,1049849026,170200000,4
이애경,F,73,1063280411,4800000,9
김정호,M,74,1061599087,31800000,6
이재화,F,68,1015508971,28800000,3
김성훈,M,53,1010352658,19900000,8
윤계완,F,38,1051212714,172100000,3
박연옥,F,70,1071228404,20700000,4
이병대,M,69,1082436766,269500000,2
김순열,F,51,1070781805,191200000,4
박종준,M,34,1060848189,275000000,3
이재숙,F,71,1050926200,305600000,3
김종관,M,51,1078649522,5900000,9
서애자,F,44,1057122129,35700000,4
정제권,M,68,1021422546,37100000,7
김미숙,F,63,1069311935,5700000,6
신정일,M,46,1036751765,16200000,4
남삼례,F,56,1023746983,228200000,3
정재향,F,42,1016554597,29100000,7
김명심,F,51,1067199473,65100000,3
서연희,F,40,1018165310,29800000,5
장태안,M,40,1097804822,108800000,3
최영관,M,62,1025447418,56200000,6
이경숙,F,63,1092040478,161000000,3
윤인수,M,52,1064694946,904400000,2
배말선,F,59,1036529676,103500000,3
김태권,M,55,1016817968,918400000,3
민병문,M,72,1053245748,3000000,10
박근태,M,58,1069781760,32800000,3
황순애,F,72,1060463114,4800000,9
노설현,F,72,1062758635,7300000,6
강태복,M,40,1020384128,107700000,4
이규란,F,54,1086574439,6100000,3
김태자,F,67,1030605671,4500000,6
이재원,M,62,1097590929,12300000,6
용경희,F,44,1077051497,17000000,6
김흥수,M,54,1029526758,71900000,3
이창희,M,53,1054515184,14500000,8
이상열,M,68,1011346131,205900000,3
노경숙,F,28,1055915765,180000000,3
김이기,M,58,1063963365,6100000,6
전은주,F,30,1071493160,2200000,7
박희주,M,68,1041084540,5600000,8
이삼형,M,67,1039434089,16600000,6
정희숙,F,66,1066046139,16900000,3
문혜경,F,40,1040784933,50000000,4
전용훈,M,41,1060725329,41500000,4
김봉현,M,39,1018639207,31800000,7
조호완,M,57,1028676131,7200000,6
김장환,M,68,1032844056,24800000,4
유윤수,M,68,1073563428,72500000,3
박용희,F,47,1045332314,13200000,6
이현분,F,65,1041688235,43600000,3
이문봉,M,63,1084467361,5600000,9
이원일,M,64,1076414216,886100000,1
김현숙,F,62,1072034772,68700000,3
이상표,M,59,1015284396,689400000,2
양희옥,F,50,1017127830,26100000,8
조미선,F,56,1087094560,184400000,2
모순녀,F,59,1016387285,314200000,3
김종채,M,70,1035214046,4600000,7
주성용,M,62,1027693300,686500000,3
김명훈,M,71,1041319792,50200000,3
권점녀,F,53,1012065868,1500000,6
최근웅,M,44,1097226463,14600000,9
김진기,M,71,1075686503,9600000,7
김진란,F,69,1072121321,12800000,5
김종률,M,82,1055867419,473900000,2
박영채,M,67,1038768724,20200000,5
이지민,M,62,1021424233,8100000,7
정영인,M,31,1083196894,3100000,9
황규현,M,62,1014623656,1200000,10
박상희,F,17,1022165774,20700000,6
임용구,M,11,1023331013,14200000,6
서현수,M,62,1066976019,201800000,4
이순임,F,73,1079180110,574200000,1
박종식,M,45,1021238894,8100000,7
윤미선,F,50,1010278304,835300000,2
박종임,F,39,1067211038,2400000,9
김성희,F,61,1088636265,20200000,4
용일화,M,69,1024766431,28100000,7
오세중,M,58,1058710271,512500000,3
김정혜,F,45,1018405248,33800000,4
조옥희,F,78,1044109823,36900000,4
윤의용,M,53,1082594718,4400000,9
주기문,M,57,1059794330,21300000,6
김기재,M,72,1020262036,135500000,4
김복례,F,59,1088580804,13300000,6
오필상,M,45,1017727577,3200000,8
조윤배,M,59,1046216021,12700000,7
윤경예,F,59,1087350619,186000000,2
송현식,M,52,1066599209,801800000,2
이정연,F,70,1034096265,792600000,3
박미란,F,78,1013545488,11900000,4
김택용,M,41,1089305649,3600000,7
김형수,M,65,1010961603,59500000,4
임인옥,F,55,1046352558,5400000,6
박정숙,F,60,1068498793,8000000,4
이영남,M,37,1080083542,27300000,4
김옥순,F,51,1013846260,17300000,4
최양호,M,45,1020089263,226600000,2
정해윤,M,62,1072929840,93800000,4
윤미숙,F,47,1091377896,12200000,5
박찬진,M,44,1024141592,11000000,9
이소덕,F,56,1078810081,83100000,3
전남이,F,61,1076925514,3800000,9
박명순,F,21,1034092121,38900000,4
김운성,M,50,1085781724,2000000,8
정연화,M,39,1094553553,535400000,3
김현숙,F,42,1098306157,71900000,4
김태원,M,6,1068821359,110100000,4
장석우,M,67,1049639254,1900000,10
정향수,M,73,1077611425,669700000,3
채광묵,F,37,1089797703,72000000,3
이희성,M,44,1089553537,522300000,3
조성용,M,74,1036213347,6500000,9
김월홍,F,69,1032140031,12800000,5
하태흥,M,48,1085787607,4700000,7
이승은,F,45,1046699921,302900000,2
전영자,F,44,1095759110,2400000,10
이개호,M,54,1068717078,39900000,4
이정민,F,52,1019793974,254100000,4
천정부,M,48,1074828337,30100000,6
황분연,F,35,1069662851,267000000,2
이병규,F,31,1064823629,916200000,2
강정선,F,60,1032644375,977000000,1
이금순,F,50,1083149326,1600000,7
권순범,M,62,1029904686,63000000,7
임혜옥,F,60,1059782149,46300000,4
박연희,M,56,1060333349,214800000,3
이기순,M,12,1020918574,4500000,7
손유진,F,40,1016812446,13400000,8
김정순,F,49,1060208842,10700000,7
송민구,M,60,1045085917,50600000,7
김종진,M,51,1058911881,2700000,7
박정권,M,78,1054063644,802000000,3
김영숙,F,43,1060111395,5200000,6
박해수,F,59,1057477334,23400000,8
이경녀,F,66,1079069701,57000000,3
배수석,M,30,1020131666,8200000,9
임복호,M,63,1034239133,54000000,7
엄경아,F,61,1035280988,16000000,4
강상욱,M,78,1051580159,3900000,6
박동선,M,63,1089926759,6000000,9
한영숙,F,48,1086604033,425400000,3
박석환,M,37,1086155850,3200000,4
김명순,M,66,1062321001,1000000,4
김희면,M,13,1085373458,5300000,9
김영임,F,29,1076745618,19800000,5
유희주,M,52,1086952514,945200000,2
이가매,F,49,1094635708,69800000,4
정세오,M,78,1062450458,69000000,6
김재근,M,48,1026422812,49400000,6
최형덕,M,55,1079565002,63800000,7
김영일,F,54,1026130138,63200000,4
이수자,F,48,1022533131,14000000,4
김철배,M,65,1067385999,17800000,7
장광심,F,59,1069922736,21000000,4
최효성,F,37,1047812827,24300000,4
안성섭,F,63,1045698125,972400000,2
정선자,F,48,1041428392,12500000,5
신복순,F,54,1016384264,44500000,3
길석종,M,38,1040015490,32700000,7
이철웅,M,66,1017380563,290600000,3
이봉희,M,7,1024792451,25300000,6
이재원,M,67,1048646099,259300000,2
이태석,M,65,1065605496,70000000,4
김건옥,F,40,1019000192,182600000,2
박철선,M,39,1089303793,157100000,5
이도현,M,30,1023916558,140100000,3
현미수,F,35,1069046663,22900000,4
명부용,M,62,1084112132,2000000,8
김광혜,F,30,1027467375,44500000,3
권원녀,F,73,1078186268,29200000,4
김임숙,F,67,1096275374,7200000,7
이소민,F,68,1050191022,7000000,5
이문희,M,66,1026414243,1500000,10
손성복,M,61,1040860620,76100000,4
한삼희,M,66,1033718158,2200000,9
주남영,M,62,1072830373,275000000,3
장선희,F,70,1097681466,62000000,3
황규온,M,38,1028503379,15700000,6
이호재,M,47,1054112190,18200000,8
강인선,F,46,1062313460,80300000,3
최의곤,M,49,1057988959,140000000,4
김양례,F,70,1047067840,300200000,3
조현미,F,43,1089612561,850900000,1
황인숙,F,62,1058857301,119700000,5
김윤례,F,60,1043021069,4700000,6
곽종영,M,70,1078241986,62700000,5
서원배,M,40,1038516428,2600000,9
정규득,M,68,1068287846,6400000,9
김영최,M,44,1038329136,30400000,8
황승경,F,68,1026250570,16900000,4
김종호,M,72,1035646925,1800000,9
추윤화,F,64,1066188097,6000000,3
최현주,F,67,1075517075,54600000,3
연진명,M,65,1054425176,99100000,5
김경은,F,31,1071537201,44400000,3
박정서,M,62,1016555456,49600000,4
김종일,M,55,1076809230,5800000,9
김해조,M,48,1056767976,2900000,6
남순조,F,44,1066840780,10800000,6
노영선,F,49,1073438436,810800000,1
김천복,M,72,1097773954,10500000,9
조인수,M,74,1095659878,31800000,4
강길자,F,59,1044697016,1800000,8
성명운,M,72,1011875671,70200000,4
최상돈,M,43,1024431719,51800000,7
손인국,M,45,1055321131,240200000,3
이진행,M,40,1036297214,6200000,7
이영숙,F,65,1018871115,3100000,8
박금희,F,71,1038525398,10900000,5
이용훈,M,65,1031017442,137700000,2
편정임,F,54,1026900692,68500000,6
임복연,F,35,1044457596,177600000,2
정정길,M,70,1088932380,407100000,4
최인숙,F,38,1048500895,326200000,1
오창근,M,63,1026998950,77500000,3
심현오,M,48,1029447281,150600000,4
이숙희,F,65,1029109621,454600000,3
송미자,F,47,1011518985,14100000,2
김권,M,74,1073630887,2300000,9
방유선,F,50,1036230537,367400000,2
박영호,M,65,1071898242,42500000,7
최준혁,M,59,1082579403,16600000,4
김현숙,F,44,1013029288,16100000,2
추옥림,F,75,1025017270,2000000,10
김유신,M,45,1066611111,2300000,8
김명식,M,47,1023350156,31700000,4
김태석,M,65,1065558164,4500000,7
박동길,M,63,1036972057,471000000,2
장석호,M,69,1042870256,26400000,3
김희원,F,37,1060427786,3300000,9
강형숙,F,54,1070892017,14000000,7
정승용,F,66,1018442593,18200000,4
김판대,M,62,1012022450,472600000,3
박영환,M,48,1056747420,45800000,4
박춘자,F,45,1094631972,35100000,4
고정자,F,35,1037090935,37000000,4
장길남,F,72,1092182651,259900000,2
임영자,F,49,1045300197,14400000,7
최화일,M,66,1024833849,44300000,4
전양섭,M,45,1064349390,43400000,7
