이름,주소,신장,체중,휴대폰번호,학력,직업,월소득
주용달,인천 부평구 십정1동,163,69.6,1031100429,학사,자영업,75000
박분이,인천 부평구 삼산1동,165,66.1,1016989894,기타,회사원,1071667
이형주,경기 안성시 죽산면,145,64.1,1036304373,학사,회사원,73333
안경재,서울 영등포구 문래동,164,78,1097005644,석사,주부,16667
조인창,인천 부평구 산곡4동,155,69.5,1079275207,학사,자영업,2995330
임규해,경기 고양시 주엽동,170,91.8,1062096096,고졸,자영업,3811272
조장운,강원 속초시 교동,164,71.5,1055846430,고졸,주부,46667
허희순,경기 고양시 일산3동,154,74.5,1050382890,석사,주부,1024167
윤춘심,인천 중구 운서동,154,58.6,1075532788,대퇴,자영업,8081667
주용섭,서울 동대문구 전농동,135,57.1,1023230053,기타,주부,3063333
이상철,서울 광진구 중곡4동,186,86,1053570227,학사,회사원,971380
김종분,경남 창원시 명서동,152,66.2,1060886171,대재,회사원,1206667
김치형,충남 예산군 응봉면,136,58.6,1047627320,석사,회사원,1055000
권순복,경기 김포시 장기동,145,70,1015040727,전문학사,자영업,30000
김향화,서울 송파구 방이동,147,78.5,1028985062,학사,회사원,8025000
이민형,서울 구로구 구로1동,151,65.1,1072200077,고졸,학생,52500
김옥녀,부산 동구 초량2동,160,85.8,1083074780,학사,주부,17757260
곽선희,경기 고양시 삼송동,169,79,1052557211,석사,자영업,8032500
허효임,부산 사하구 장림2동,165,71.5,1023700642,학사,무직,38333
조지용,경기 고양시 대화동,138,61,1040001561,초졸,자영업,1042500
이락구,경북 의성군 금성면,142,59.1,1044183683,기타,무직,63333
라옥순,경기 오산시 궐동,174,80.5,1086904906,대재,회사원,1047500
현호환,경기 성남시 은행2동,157,75.4,1041909292,학사,자영업,5391606
권원녀,울산 북구 염포동,178,95,1078186268,학사,기타,8025000
이장헌,인천 중구 신흥동1가,178,74.6,1075610085,학사,자영업,67500
최순분,경북 경산시 정평동,167,64.6,1043458472,공학박사,강사,1080833
장쌍이,서울 영등포구 당산동,171,70.1,1045503846,석사,강사,64167
박금숙,경기 수원시 금곡동,156,72.7,1074560693,대퇴,강사,9247356
강윤옥,서울 관악구 신림4동,135,56.5,1075691314,석사,전문직,13333
정세훈,경기 파주시 조리읍,138,65.5,1041069190,석사,강사,42500
곽태철,경기 고양시 식사동 ,162,67.5,1043817312,고졸,무직,19167
장재근,경기 고양시 가좌동,175,78.1,1018229607,대퇴,자영업,2559167
김종순,경기 화성시 서신면,156,69.4,1071995577,학사,무직,6885740
김홍은,경기 파주시 탄현면,144,75.6,1039963977,대재,자영업,8075000
유귀순,인천 부평구 삼산동,145,73.2,1028501099,고졸,전문직,2248679
권혁순,경기 고양시 마두동,166,63.5,1041998090,석사,자영업,1018333
박경자,인천 연수구 동춘1동,161,66.5,1032889868,고졸,강사,8025000
강대찬,경기 양주시 은현면,180,76.5,1086612726,석사,자영업,31667
김용규,서울 동작구 신대방동,138,53.5,1016195948,대퇴,무직,1025833
류학선,충남 천안시 두정동,169,63.5,1047389323,학사,강사,9167
이상순,충남 당진군 합덕읍,154,61,1064462888,전문학사,강사,1015000
주석준,경기 화성시 서신면,171,65,1032386865,학사,주부,30833
최민자,경기 고양시 탄현동,144,56.5,1023526522,초졸,강사,40833
조현미,전북 전주시 인후동1가,146,64,1089612561,석사,회사원,8043333
구흥서,서울 서대문구 홍제4동,147,61.6,1048950458,전문학사,무직,75833
이순님,경남 거창군 거창읍,174,75.5,1024894282,대퇴,무직,8015833
김종채,경기 성남시 수내동,165,78,1035214046,이학박사,무직,1026667
김고예,전남 완도군 완도읍,147,65.1,1050270922,대재,강사,8055833
박인규,경기 고양시 백석동,159,70,1065325794,고졸,전문직,1970610
김정흠,경기 의정부시 금오동,160,75.5,1012473669,대퇴,무직,1047500
권영철,충남 천안시 봉명동,175,91,1038084244,고졸,회사원,3462690
안재호,서울 강남구 청담2동,173,86.5,1037484134,대재,전문직,17500
장순엽,서울 양천구 신정7동,146,56.5,1040621886,초졸,주부,1030833
박종훈,인천 남구 주안2동,155,76.2,1081436105,전문학사,자영업,3247382
최옥자,충남 서천군 화양면,153,81.1,1033761547,전문학사,학생,8050000
김형섭,대전 서구 내동,175,77.3,1040070995,학사,강사,3313439
이용웅,경기 화성시 비봉면,180,67.1,1076463404,대재,주부,3067500
강명희,경북 구미시 구평동,149,62.1,1088312507,초졸,자영업,64167
신세남,경기 고양시 일산3동,148,67.1,1052522187,전문학사,자영업,6063664
임희경,경기 파주시 파주읍,137,53.6,1090075349,대퇴,무직,8079167
서현수,경기 고양시 마두동,170,67.1,1066976019,전문학사,회사원,1074969
김혜자,경기 남양주시 화도읍,153,68.6,1018739917,학사,무직,8062500
정문걸,경기 고양시 주엽동,143,64.6,1021839043,석사,학생,1077500
강성빈,서울 중랑구 묵1동,165,65,1021750132,학사,주부,12500
황규식,경기 고양시 사리현동,143,53.1,1071666559,고졸,무직,1080000
박혜숙,경기 고양시 주엽2동,189,78,1087464288,고졸,주부,3020833
박정재,인천 남구 주안6동,104,51.5,1071641262,학사,계열사직원,23333
박두한,서울 도봉구 창5동,117,53.1,1039891028,석사,학생,53333
김순홍,서울 서초구 서초3동,128,59.5,1096861515,대퇴,자영업,43333
김윤흠,경남 거제시 신현읍,162,67.9,1042685130,초졸,무직,2419518
김영수,서울 중구 회현동1가,159,74.6,1039123720,기타,무직,7064167
선우오석,경기 고양시 풍동,170,70.5,1063435380,학사,자영업,27500
김두리,충남 서산시 석림동,141,51.5,1071649369,학사,주부,1036667
정수동,서울 노원구 상계8동,158,64.6,1092903427,고졸,학생,79167
조만종,경기 하남시 창우동,139,59.5,1064894887,학사,학생,35833
김영한,서울 서초구 서초1동,127,66,1058915040,학사,주부,3008333
김진호,서울 은평구 진관동,143,61.5,1046780566,석사,주부,4038780
오해진,경기 남양주시 화도읍,145,60.5,1026385496,대퇴,무직,1011667
박연화,경기 안양시 관양1동,179,95.6,1094392233,학사,회사원,8079167
이옥자,경기 고양시 일산1동,156,65.5,1040864047,석사,주부,1031667
지계월,부산 사상구 모라2동,151,64,1092817913,고졸,무직,8013333
장재혁,인천 남동구 간석4동,159,61.5,1087605193,고졸,자영업,29167
김계순,울산 남구 무거1동,183,86.1,1080774742,고졸,자영업,8075833
김정열,인천 남구 주안4동,157,56,1060697865,중졸,자영업,1011667
최서영,전남 여수시 학동,164,76.5,1099173724,대퇴,자영업,8040833
이영배,경기 고양시 주엽2동,159,60,1099288015,고졸,주부,36667
조용우,경기 고양시 주엽동,152,55.5,1055926338,석사,회사원,38333
이종숙,서울 송파구 잠실3동,148,72.5,1094076792,석사,회사원,8045000
박규철,경남 함양군 함양읍,150,74.1,1086118528,석사,무직,1075833
김길현,경기 고양시 마두1동,171,82,1012313495,학사,주부,1035000
이환숙,경기 고양시 성사동,127,66.1,1073794968,대재,무직,1068333
고근희,서울 마포구 성산2동,154,67.1,1018104164,중졸,무직,59167
김옥동,인천 부평구 부평동,164,76.1,1091596850,학사,주부,56667
이현호,전북 익산시 부송동,176,80.1,1070314072,대재,주부,1060000
김귀조,경기 고양시 일산4동,183,80.6,1053095655,석사,학생,62500
김종갑,경기 고양시 마두동,160,74.6,1070878097,공학박사,주부,56667
이옥숙,경기 군포시 산본동,160,80.3,1072626473,기타,무직,3348433
최춘범,경기 고양시 주엽2동,165,74,1046903346,초졸,주부,1028333
양회문,충남 공주시 반죽동,166,71.1,1057383391,전문학사,자영업,68333
이명신,서울 구로구 신도림동,152,76,1032737666,석사,회사원,8019167
박종채,경기 고양시 탄현동,160,69,1061789823,석사,회사원,28333
반복희,충북 충주시 앙성면,138,67,1042459809,고졸,무직,3013333
함상옥,서울 서초구 양재동,150,73.6,1086136559,대재,자영업,61667
박해준,서울 영등포구 영등포동,174,80.1,1025630359,석사,주부,50833
한영국,경기 고양시 탄현동,175,68.5,1020270210,석사,회사원,25000
김정오,충남 청양군 장평면,162,64.5,1023899708,대퇴,자영업,1044167
권순희,충북 영동군 281-14,140,70,1044038376,중졸,자영업,8022500
이종침,경기 고양시 주엽동,157,65.1,1038458190,기타,회사원,1071667
김미숙,경기 고양시 일산2동,167,94.6,1021292587,전문학사,학생,10588913
장남석,경기 파주시 검산동,154,67.6,1097126313,고졸,자영업,3129172
송병진,광주 남구 봉선2동,144,64.1,1058847711,고졸,자영업,57500
김종현,충북 제천시 화산동,179,73.1,1010335028,석사,주부,8065000
김진원,경기 파주시 금촌2동,152,68.6,1037617424,석사,무직,9065853
김영자,대구 달서구 죽전동,156,82,1049641330,기타,자영업,8030000
강영태,서울 성동구 마장동,154,76,1065176799,전문학사,무직,3009167
조재숙,경북 포항시 해도1동,147,63,1057879814,석사,주부,1049167
정상수,대구 달성군 화원읍,152,71.1,1010005955,기타,자영업,3082500
김경식,인천 계양구 효성2동,158,66,1064926852,기타,자영업,1029167
이지훈,경기 파주시 교하읍,173,87.1,1020822538,초졸,전문직,4110020
문형세,강원 철원군 서면,152,75.6,1093497149,중졸,무직,1055000
하리호,전북 군산시 산북동,162,69.6,1066320563,고졸,자영업,1065000
박재원,서울 용산구 원효로3가,180,74,1027661649,중졸,회사원,8014167
김종란,대전 중구 선화동,174,81.5,1011845712,기타,무직,10963938
황대성,경남 창원시 사림동,155,66.1,1098161086,중졸,자영업,7073333
황우성,경기 시흥시 신천동,153,69.6,1026021455,대퇴,주부,50833
오순자,서울 양천구 목6동,154,72,1040529134,전문학사,자영업,8017500
윤종월,서울 강북구 미아3동,161,76.5,1091661346,석사,자영업,1025000
김두영,서울 은평구 녹번동,156,68.6,1019380950,학사,강사,75833
박찬희,경기 군포시 당동,142,73.2,1098385104,고졸,무직,11226401
이상환,부산 기장군 일광면,154,64.5,1081157639,학사,주부,1035833
이동숙,경기 안산시 사동,173,80.6,1074013313,이학박사,자영업,8050833
김진호,제주 남제주군 표선면,188,79,1093015767,전문학사,주부,16667
진병흠,경기 고양시 백석동,153,52.1,1047940967,기타,주부,1069167
박옥단,인천 연수구 청학동,118,57.8,1085179093,대퇴,자영업,10252161
한영자,경기 용인시 구성읍,167,78.5,1091068982,석사,자영업,42500
김주연,서울 강서구 등촌3동,168,76.1,1060180662,석사,주부,8072500
정자면,서울 서대문구 남가좌2동,171,83.1,1070567844,대재,자영업,61667
유현식,경기 수원시 조원동,157,63.6,1068048929,학사,주부,1079167
조태선,인천 서구 가좌동,162,70.5,1077837522,대퇴,주부,1046667
김경기,제주 제주시 일도동,135,60,1050912210,석사,주부,18333
이경은,서울 은평구 불광3동,147,59.6,1050511826,고졸,무직,1069167
문귀식,서울 중구 신당2동,178,69.6,1044764865,학사,주부,1075000
김은영,충남 아산시 탕정면,147,68.1,1098425740,기타,주부,8074167
이경춘,경기 고양시 풍동,147,79,1096664651,학사,자영업,8028333
김인길,전북 전주시 효자동2가,155,73.7,1040779610,학사,자영업,8719603
남삼례,광주 동구 산수1동,165,77,1023746983,기타,회사원,1035833
사재윤,서울 영등포구 양평동1가,168,70,1011624827,기타,주부,14167
신영환,경기 고양시 탄현동,144,69,1062954125,기타,자영업,48333
한경옥,서울 은평구 신사동,143,77.6,1036977710,이학박사,자영업,8070000
김정일,경기 안양시 평촌동,151,59.1,1048570633,석사,무직,73333
윤인수,충북 음성군 대소면,156,61.5,1064694946,고졸,회사원,4032234
정진순,서울 중랑구 신내동,163,68.6,1028725519,학사,회사원,1078333
김용옥,충북 괴산군 사리면,145,69,1010469509,대재,자영업,8333
황서영,서울 은평구 수색동,158,66.6,1050930146,기타,회사원,8078333
이연호,광주 남구 월산동,153,75,1048034044,학사,무직,1024167
박해정,충남 태안군 남면,151,79,1034830951,고졸,주부,1035833
김원호,경기 고양시 화정동,136,54.5,1024814685,학사,학생,9167
전신혜,인천 서구 당하동,176,86,1050025870,석사,무직,1022500
조춘화,서울 은평구 구파발동,167,77,1086368149,초졸,회사원,8036667
김은숙,서울 강서구 방화3동,159,83,1090542966,전문학사,자영업,15028250
장성희,서울 동작구 상도4동,163,86.5,1099083439,석사,전문직,10951291
권동혁,경기 김포시 장기동,141,59.5,1078402745,공학박사,회사원,18333
박창규,서울 동작구 노량진1동,168,81,1012949566,석사,자영업,2044834
김혜란,전남 여수시 안산동,168,90.1,1031253934,대재,주부,8070000
김옥조,경북 칠곡군 왜관읍,168,88.8,1054922434,해외유학,회사원,10338937
장수정,경기 동두천시 송내동,177,71,1081677617,기타,학생,10833
박시현,경기 양평군 지제면,143,66.5,1057877880,기타,자영업,13333
이경연,경기 성남시 은행2동,155,74.6,1055394559,학사,주부,7055000
김효겸,서울 양천구 목동,144,63,1058744125,고졸,주부,15833
최형순,경기 고양시 성사동,176,81,1072066565,학사,자영업,8033333
김종한,경기 고양시 주엽2동,159,81.1,1038247434,고졸,자영업,3075000
김연환,서울 노원구 중계1동,144,74.5,1030014915,학사,무직,3015000
김충식,울산 중구 남외동,173,87.1,1022689984,석사,자영업,3079167
이덕구,경북 영주시 휴천2동,162,78,1094277188,학사,회사원,1031667
나경옥,서울 관악구 신림본동,176,69,1084845237,학사,강사,39167
김민서,경기 성남시 수내동,183,85.6,1015199883,고졸,자영업,7078333
김귀남,경기 고양시 가좌동,139,46.6,1074009236,고졸,자영업,64167
최봉환,서울 강동구 암사3동,163,90,1049029342,대퇴,주부,2539534
김인호,서울 노원구 상계2동,152,66,1094754872,전문학사,자영업,3036667
김순옥,경기 부천시 도당동,157,81.6,1061603634,고졸,무직,8080000
이문봉,경기 고양시 화전동,169,74.6,1084467361,고졸,주부,2131251
송규남,경기 김포시 장기동,180,79.5,1025137448,고졸,자영업,3043333
김수일,인천 서구 불로동,165,74.6,1035034883,대재,자영업,7080833
손봉임,경기 수원시 조원동,161,88.4,1089034807,대재,회사원,9948939
박길종,부산 수영구 망미1동,152,62,1079497484,대재,무직,3049167
조광상,부산 영도구 남항동2가,155,64,1024789081,고졸,주부,29167
성호경,대구 수성구 만촌1동,161,63.5,1059409712,고졸,강사,1021667
